,name,location,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url,cm
25,Aloft Dhahran Hotel,"Al Olayya, Al Khobar Show on map",SAR 375,"1 night, 2 adults","Aloft Room, 1 King",1 extra-large double bed,8.2,Very good,"4,935 reviews","/hotel/sa/aloft-dhahran.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7697733d5630cecb9c8b74fca3c9f381&all_sr_blocks=190839908_246433987_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=776&highlighted_blocks=190839908_246433987_2_42_0&hpos=26&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=190839908_246433987_2_42_0__37500&srepoch=1634469869&srpvid=cda05036c4d30003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",
26,Ewaa Express Hotel - Al Rawda,"Al Rawda, Jeddah Show on map",SAR 259,"1 night, 2 adults",Standard King Room,1 large double bed,8.4,Very good,382 reviews,"/hotel/sa/ewaaexpress-alrawda.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7697733d5630cecb9c8b74fca3c9f381&all_sr_blocks=668298803_278303337_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=777&highlighted_blocks=668298803_278303337_2_1_0&hpos=27&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=668298803_278303337_2_1_0__25900&srepoch=1634469869&srpvid=cda05036c4d30003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",
27,Zaha Al Munawara Hotel,Al Madinah Show on map,SAR 141,"1 night, 2 adults",Standard King Room,1 extra-large double bed,8.1,Very good,"3,474 reviews","/hotel/sa/fndq-zh-lmnwr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=405226802_315696396_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=776&highlighted_blocks=405226802_315696396_0_0_0&hpos=1&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=405226802_315696396_0_0_0__14139&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1omglQ7Ii&from=searchresults
;highlight_room=#hotelTmpl",
28,Manazil Al Dhayf,Jeddah Show on map,SAR 200,"1 night, 2 adults",Twin Room,2 single beds,8.2,Very good,910 reviews,"/hotel/sa/mnzl-ldyf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=107909006_222468543_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=777&highlighted_blocks=107909006_222468543_0_0_0&hpos=2&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=107909006_222468543_0_0_0__20000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1Xwhuyld2&from=searchresults
;highlight_room=#hotelTmpl",
29,Province Al Sham Hotel,"Central Madinah, Al Madinah Show on map",SAR 150,"1 night, 2 adults",Twin Room,2 single beds,7.3,Good,"2,651 reviews","/hotel/sa/hayatt-international.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=36071802_304127776_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=778&highlighted_blocks=36071802_304127776_0_0_0&hpos=3&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=36071802_304127776_0_0_0__15000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1bTEMevc8&from=searchresults
;highlight_room=#hotelTmpl",
30,FLAMINGO Boutique Hotel,"Al Hamra, Jeddah Show on map",SAR 252,"1 night, 2 adults",Junior Suite,"2 beds
(1 sofa bed, 1 large double)",8.3,Very good,449 reviews,"/hotel/sa/flamingo.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=420984401_295260201_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=779&highlighted_blocks=420984401_295260201_2_42_0&hpos=4&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=420984401_295260201_2_42_0__25200&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1yU-Us8tJ&from=searchresults
;highlight_room=#hotelTmpl",
31,Nadra Furnished Apartments,Taif Show on map,SAR 280,"1 night, 2 adults",Two-Bedroom Apartment,"3 beds
(2 singles, 1 extra-large double)",6.8,Review score,268 reviews,"/hotel/sa/ndr-lwsm-llwhdt-lskny-lmshrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=407993601_265822310_5_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=780&highlighted_blocks=407993601_265822310_5_0_0&hpos=5&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=407993601_265822310_5_0_0__28000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1mhNdJ2Dc&from=searchresults
;highlight_room=#hotelTmpl",
32,الاماكن,Al Ula Show on map,SAR 700,"1 night, 2 adults",Holiday Home,"13 beds
(8 singles, 5 sofa beds)",,,,"/hotel/sa/lmkn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=715928301_301531555_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=781&highlighted_blocks=715928301_301531555_2_0_0&hpos=6&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=715928301_301531555_2_0_0__70000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1iZNml_Fc&from=searchresults
;highlight_room=#hotelTmpl",
33,فندق انتور جازان Intour Hotel,Jazan Show on map,SAR 342,"1 night, 2 adults",Deluxe King Room,1 extra-large double bed,7.6,Good,195 reviews,"/hotel/sa/intour-hotiel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=713582301_333114455_0_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=782&highlighted_blocks=713582301_333114455_0_1_0&hpos=7&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=713582301_333114455_0_1_0__34200&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1JPIMUjMR&from=searchresults
;highlight_room=#hotelTmpl",
34,فندق دانة التاج DANA ALTAJ HOTEL,"Ajyad, Makkah Show on map",SAR 157,"1 night, 2 adults",Economy Twin Room,2 single beds,6.2,Review score,737 reviews,"/hotel/sa/fndq-dn-ltj-dana-altaj.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=686534801_335892258_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=783&highlighted_blocks=686534801_335892258_2_0_0&hpos=8&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=686534801_335892258_2_0_0__15680&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1mERU1gn3&from=searchresults
;highlight_room=#hotelTmpl",
35,فندق الرياض ان - riyadh inn hotel,Riyadh Show on map,SAR 270,"1 night, 2 adults",Economy Double Room,1 extra-large double bed,7.8,Good,303 reviews,"/hotel/sa/fndq-lryd-n-riyadh-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=708181804_295654765_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=784&highlighted_blocks=708181804_295654765_0_2_0&hpos=9&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=708181804_295654765_0_2_0__27000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v12UOQW-xv&from=searchresults
;highlight_room=#hotelTmpl",
36,استراحة روح ابحر,Obhor Show on map,SAR 720,"1 night, 2 adults",Two-Bedroom Chalet,"4 beds
(3 singles, 1 double)",6.8,Review score,5 reviews,"/hotel/sa/strh-rwh-bhr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=754155701_334274152_16_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=785&highlighted_blocks=754155701_334274152_16_0_0&hpos=10&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=754155701_334274152_16_0_0__72000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1bsldDC-K&from=searchresults
;highlight_room=#hotelTmpl",
37,Rafa - Al Nuzhah,Riyadh Show on map,SAR 430,"1 night, 2 adults",Superior Double Room,1 large double bed,8.1,Very good,"1,222 reviews","/hotel/sa/unrafa-an-nuzhah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=179325002_264955535_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=786&highlighted_blocks=179325002_264955535_2_0_0&hpos=11&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=179325002_264955535_2_0_0__43000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1s-rTfPUn&from=searchresults
;highlight_room=#hotelTmpl",
38,Pullman ZamZam Makkah,"Ajyad, Makkah Show on map",SAR 330,"1 night, 2 adults",Superior Twin Room with Partial Haram View,2 single beds,7.2,Good,"23,493 reviews","/hotel/sa/zamzam-grand-suites-managed-by-pullman.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=35504748_88603357_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=787&highlighted_blocks=35504748_88603357_2_42_0&hpos=12&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=35504748_88603357_2_42_0__33000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1HpLR1ywA&from=searchresults
;highlight_room=#hotelTmpl",
39,Swissotel Al Maqam Makkah,"Ajyad, Makkah Show on map",SAR 360,"1 night, 2 adults",Classic Twin Room with Haram View,2 single beds,8.3,Very good,"21,957 reviews","/hotel/sa/swissotel-al-maqam-makkah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=197098604_295620246_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=788&highlighted_blocks=197098604_295620246_2_42_0&hpos=13&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=197098604_295620246_2_42_0__36000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1LQjJ9lAt&from=searchresults
;highlight_room=#hotelTmpl",
40,فندق المختارون بلازا,Makkah Show on map,SAR 60,"1 night, 2 adults",Deluxe Double Room,1 large double bed,6.8,Review score,145 reviews,"/hotel/sa/lmkhtrwn-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=614572301_240291906_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=789&highlighted_blocks=614572301_240291906_2_0_0&hpos=14&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=614572301_240291906_2_0_0__6000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1ISmucDbW&from=searchresults
;highlight_room=#hotelTmpl",
41,Samaya Royal Afif,‘Afīf Show on map,SAR 170,"1 night, 2 adults",Superior Apartment,"2 beds
(1 extra-large double, 1 sofa bed)",8.3,Very good,253 reviews,"/hotel/sa/smy-fyf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=283038701_337821544_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=790&highlighted_blocks=283038701_337821544_2_0_0&hpos=15&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=283038701_337821544_2_0_0__17000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v14VCVcJ0m&from=searchresults
;highlight_room=#hotelTmpl",
42,RAK Hotel-Aparts,"South Obhr, Jeddah Show on map",SAR 218,"1 night, 2 adults",Premiere Double Room,1 extra-large double bed,7.4,Good,"1,361 reviews","/hotel/sa/rak-aparts.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=374128408_202717554_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=791&highlighted_blocks=374128408_202717554_2_1_0&hpos=16&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=374128408_202717554_2_1_0__21789&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1icFdlF2E&from=searchresults
;highlight_room=#hotelTmpl",
43,Lavent Park Hotel Suites,Jeddah Show on map,SAR 210,"1 night, 2 adults",Standard King Room,1 large double bed,7.2,Good,548 reviews,"/hotel/sa/lfnt-brk-lstyn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=582080901_230685127_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=792&highlighted_blocks=582080901_230685127_0_0_0&hpos=17&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=582080901_230685127_0_0_0__21000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1TXWvnjg2&from=searchresults
;highlight_room=#hotelTmpl",
44,دار كنان للوحدات السكنية,Jeddah Show on map,SAR 93,"1 night, 2 adults",Budget Room,1 large double bed,6.2,Review score,"1,020 reviews","/hotel/sa/dr-knn-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=286507702_183273991_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=793&highlighted_blocks=286507702_183273991_0_0_0&hpos=18&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=286507702_183273991_0_0_0__9250&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1wnWSvt67&from=searchresults
;highlight_room=#hotelTmpl",
45,Al Muhaidb Al Hada Resort,Al Hada Show on map,SAR 236,"1 night, 2 adults",Economy Double Room,1 single bed,7.8,Good,802 reviews,"/hotel/sa/al-muhaideb.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=213539801_218863670_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=794&highlighted_blocks=213539801_218863670_0_0_0&hpos=19&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=213539801_218863670_0_0_0__23600&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v18l7qLqvB&from=searchresults
;highlight_room=#hotelTmpl",
46,القصر للأجنحة الفندقية 9 البديع,Abha Show on map,SAR 565,"1 night, 2 adults",Junior Suite,"2 beds
(1 extra-large double, 1 sofa bed)",9.4,Superb,20 reviews,"/hotel/sa/lqsr-ll-jnh-lfndqy-9-lbdy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=755487301_335236263_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=795&highlighted_blocks=755487301_335236263_0_0_0&hpos=20&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=755487301_335236263_0_0_0__56500&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1ja2JGqbd&from=searchresults
;highlight_room=#hotelTmpl",
47,شقة شاطئ النخيل,Umm Lajj Show on map,SAR 514,"1 night, 2 adults",Three-Bedroom Apartment,"7 beds
(6 singles, 1 extra-large double)",8.3,Very good,26 reviews,"/hotel/sa/shq-shty-lnkhyl.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=715795301_325973962_8_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=796&highlighted_blocks=715795301_325973962_8_0_0&hpos=21&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=715795301_325973962_8_0_0__51400&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1fqbPBiIG&from=searchresults
;highlight_room=#hotelTmpl",
48,Dana Hotel & Residences 2,Riyadh Show on map,SAR 270,"1 night, 2 adults",One-Bedroom Suite,"2 beds
(1 extra-large double, 1 sofa bed)",9.2,Superb,345 reviews,"/hotel/sa/fndq-dn-lskny-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=4a4f1d7e97730ece3932fc602ced9cd3&all_sr_blocks=716462401_305403949_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=797&highlighted_blocks=716462401_305403949_2_0_0&hpos=22&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=716462401_305403949_2_0_0__27000&srepoch=1634470007&srpvid=592e507bf611018e&ucfs=1&sig=v1I71umAuT&from=searchresults
;highlight_room=#hotelTmpl",
